ScheduleID,RigID,RigType,Contractor,ServiceCompany,Concession,Emirate,WellName,WellType,WellProfile,SpudDate,ReleaseDatePlanned,ReleaseDateActual,DaysPlanned,DaysActual,MoveDaysPlanned,NPTDays,Status,CostPlannedUSD,CostActualUSD,BOPRatingPSI,HoleSizeInches,PlannedTD_m,ReachedTD_m,MudSystem,FromPad,ToPad,Latitude,Longitude
SCH-0002205,RIG-050,Jackup,Arabian Drilling,Baker Hughes,Bu Hasa,Abu Dhabi,BUH-0674,Appraisal,Deviated,2023-09-03,2023-09-24,2023-09-26,21,23,4.1,3.4,Released,3548900,4132200.0,10000,8.5,3523,3367,Oil-Based Mud,PAD-053,PAD-100,24.36482,55.1312
SCH-0007221,RIG-018,Jackup,ADNOC Drilling,Schlumberger,Upper Zakum,Abu Dhabi Offshore,UZ-5889,Workover,S-curve,2024-11-17,2024-11-27,2024-11-28,10,11,4.6,0.3,Released,1145800,1085600.0,10000,8.5,3838,3642,Water-Based Mud,PAD-035,PAD-292,24.53902,53.77043
SCH-0008216,RIG-052,Jackup,Nabors,ADNOC Services,Upper Zakum,Abu Dhabi Offshore,UZ-1274,Sidetrack,Horizontal,2022-08-30,2022-09-24,2022-09-24,25,25,1.9,0.0,Released,3072700,3209600.0,15000,8.5,3840,3789,Water-Based Mud,PAD-252,PAD-083,24.74307,52.92446
SCH-0000861,RIG-002,Land,Shelf Drilling,Weatherford,Bab,Abu Dhabi,BAB-4009,Dev,Vertical,2023-08-18,2023-09-05,2023-09-06,18,19,4.2,0.1,Released,1986200,2366100.0,15000,8.5,2892,3142,Oil-Based Mud,PAD-098,PAD-089,24.28385,53.96117
SCH-0008732,RIG-043,Land,Nabors,Baker Hughes,Al Dabb’iya,Abu Dhabi,ALD-6671,Workover,Deviated,2022-10-23,2022-11-03,2022-11-05,11,13,2.2,3.1,Released,667500,903200.0,5000,8.5,3072,3036,Oil-Based Mud,PAD-139,PAD-229,23.95287,54.15912
SCH-0004545,RIG-004,Land,Nabors,Weatherford,Bu Hasa,Abu Dhabi,BUH-7331,Sidetrack,Deviated,2024-07-18,2024-08-02,2024-08-03,15,16,2.6,2.0,Released,1156000,1245800.0,10000,6.125,2799,2789,Oil-Based Mud,PAD-071,PAD-171,24.25663,54.26687
SCH-0004085,RIG-046,Drillship,Shelf Drilling,Halliburton,Upper Zakum,Abu Dhabi Offshore,UZ-1870,Dev,Horizontal,2023-11-11,2023-12-26,2023-12-26,45,45,0.5,0.0,Released,9451900,8477500.0,10000,6.0,3094,2950,Synthetic-Based Mud,PAD-337,PAD-258,24.99118,53.79723
SCH-0003648,RIG-032,Land,Shelf Drilling,Baker Hughes,SARB,Abu Dhabi Offshore,SARB-2632,Sidetrack,Horizontal,2024-02-13,2024-02-25,2024-02-26,12,13,1.5,0.8,Released,744300,862200.0,10000,8.5,3580,3590,Water-Based Mud,PAD-117,PAD-267,24.71345,53.97455
SCH-0010150,RIG-007,Tender,ADNOC Drilling,Weatherford,SARB,Abu Dhabi Offshore,SARB-6811,Exploration,S-curve,2024-06-04,2024-07-07,2024-07-07,33,33,2.7,0.0,Released,8083300,7954100.0,5000,12.25,2631,2984,Water-Based Mud,PAD-030,PAD-173,24.63861,53.96385
SCH-0000170,RIG-010,Land,Nabors,ADNOC Services,Lower Zakum,Abu Dhabi Offshore,LZ-8965,Workover,Horizontal,2024-01-29,2024-02-12,2024-02-13,14,15,2.0,1.1,Released,718400,846700.0,10000,12.25,2905,3080,Oil-Based Mud,PAD-349,PAD-152,24.59679,52.92471
SCH-0005813,RIG-014,Jackup,Nabors,ADNOC Services,Al Dabb’iya,Abu Dhabi,ALD-2746,Workover,Deviated,2022-09-01,2022-09-18,2022-09-19,17,18,3.1,0.8,Released,1442900,1640800.0,10000,8.5,4101,4022,Water-Based Mud,PAD-056,PAD-189,24.18152,54.78665
SCH-0003365,RIG-006,Jackup,Weatherford,Weatherford,SARB,Abu Dhabi Offshore,SARB-3130,Appraisal,S-curve,2023-04-13,2023-05-08,2023-05-09,25,26,1.4,2.0,Released,3566000,3768600.0,10000,12.25,2782,2718,Water-Based Mud,PAD-038,PAD-068,24.8305,53.92503
SCH-0007740,RIG-051,Land,ADNOC Drilling,Schlumberger,Lower Zakum,Abu Dhabi Offshore,LZ-2389,Appraisal,S-curve,2024-05-06,2024-05-29,2024-05-31,23,25,4.3,2.1,Released,3095400,3362400.0,15000,6.125,3369,3197,Water-Based Mud,PAD-289,PAD-164,24.73177,53.73432
SCH-0007803,RIG-007,Drillship,ADNOC Drilling,Weatherford,Bab,Abu Dhabi,BAB-4729,Exploration,Vertical,2025-06-09,2025-07-28,2025-07-30,49,51,3.4,2.1,Released,13934500,16356600.0,10000,8.5,2019,2171,Oil-Based Mud,PAD-221,PAD-135,24.39178,55.22851
SCH-0010599,RIG-038,Jackup,Shelf Drilling,ADNOC Services,Bu Hasa,Abu Dhabi,BUH-2358,Exploration,Horizontal,2022-07-30,2022-08-30,2022-08-30,31,31,3.8,0.0,Released,4708100,5377100.0,15000,8.5,3395,3450,Water-Based Mud,PAD-243,PAD-340,23.98317,53.78328
SCH-0010088,RIG-008,Land,KCA Deutag,ADNOC Services,Bu Hasa,Abu Dhabi,BUH-7520,Dev,S-curve,2025-06-30,2025-07-18,2025-07-20,18,20,2.7,4.0,Released,1856900,2271100.0,10000,6.0,3576,3974,Water-Based Mud,PAD-065,PAD-305,23.5987,54.26027
SCH-0009488,RIG-027,Jackup,ADNOC Drilling,Halliburton,Bab,Abu Dhabi,BAB-6312,Workover,Horizontal,2024-04-11,2024-04-26,2024-04-27,15,16,4.4,0.6,Released,1337800,1554900.0,10000,8.5,2421,2485,Synthetic-Based Mud,PAD-040,PAD-021,24.20638,53.91605
SCH-0008583,RIG-034,Semi-Sub,Arabian Drilling,Schlumberger,Lower Zakum,Abu Dhabi Offshore,LZ-2464,Exploration,Horizontal,2022-04-05,2022-05-18,2022-05-18,43,43,2.7,0.0,Released,8958800,9515000.0,10000,8.5,2758,2822,Synthetic-Based Mud,PAD-268,PAD-006,25.01405,53.76532
SCH-0004917,RIG-038,Semi-Sub,KCA Deutag,Schlumberger,Bu Hasa,Abu Dhabi,BUH-9762,Sidetrack,Horizontal,2025-06-11,2025-07-11,2025-07-11,30,30,1.0,0.0,Released,4976900,4903900.0,10000,8.5,2921,3268,Water-Based Mud,PAD-329,PAD-188,23.70613,54.65089
SCH-0006116,RIG-043,Jackup,Nabors,Schlumberger,Upper Zakum,Abu Dhabi Offshore,UZ-9530,Appraisal,Vertical,2022-01-03,2022-02-05,2022-02-08,33,36,3.5,4.5,Released,5282300,5765600.0,10000,8.5,2712,2571,Oil-Based Mud,PAD-171,PAD-251,24.59607,53.79372
SCH-0004925,RIG-006,Jackup,Nabors,Halliburton,Al Dabb’iya,Abu Dhabi,ALD-7433,Appraisal,Deviated,2025-01-17,2025-02-16,2025-02-18,30,32,1.4,0.9,Released,4947400,5469100.0,10000,6.0,3238,3332,Water-Based Mud,PAD-312,PAD-202,24.6742,53.74638
SCH-0010014,RIG-016,Land,Arabian Drilling,Weatherford,Fateh,Abu Dhabi Offshore,FTH-9909,Workover,S-curve,2022-10-03,2022-10-17,2022-10-18,14,15,2.3,0.1,Released,806100,893500.0,5000,6.0,2864,2922,Water-Based Mud,PAD-071,PAD-301,24.54364,53.37043
SCH-0005599,RIG-025,Tender,Arabian Drilling,Halliburton,Bab,Abu Dhabi,BAB-6004,Dev,Deviated,2022-10-15,2022-11-16,2022-11-23,32,39,2.3,5.0,Released,5353500,6715800.0,10000,12.25,3063,3185,Water-Based Mud,PAD-182,PAD-175,23.86342,54.11011
SCH-0005751,RIG-050,Land,Nabors,Halliburton,SARB,Abu Dhabi Offshore,SARB-8525,Appraisal,Deviated,2023-04-20,2023-05-07,2023-05-08,17,18,2.5,1.6,Released,1536400,1638700.0,15000,8.5,2737,2792,Water-Based Mud,PAD-247,PAD-328,24.90062,53.97038
SCH-0006779,RIG-019,Jackup,KCA Deutag,Weatherford,Bab,Abu Dhabi,BAB-9059,Sidetrack,Vertical,2024-04-26,2024-05-23,2024-05-26,27,30,2.2,0.8,Released,3284700,4286800.0,10000,8.5,3384,3374,Synthetic-Based Mud,PAD-024,PAD-218,23.55865,53.96223
SCH-0002466,RIG-055,Jackup,Shelf Drilling,Schlumberger,Bab,Abu Dhabi,BAB-7643,Sidetrack,Deviated,2024-05-14,2024-06-15,2024-06-22,32,39,4.9,4.2,Released,3714700,4826600.0,10000,8.5,3226,3210,Water-Based Mud,PAD-205,PAD-154,23.57794,53.77797
SCH-0002610,RIG-024,Land,Shelf Drilling,Halliburton,Bu Hasa,Abu Dhabi,BUH-4856,Workover,S-curve,2024-09-19,2024-09-29,2024-10-01,10,12,4.2,2.6,Released,590300,762100.0,10000,12.25,2951,3040,Oil-Based Mud,PAD-295,PAD-044,23.81412,54.66404
SCH-0009468,RIG-012,Tender,Weatherford,Weatherford,Bu Hasa,Abu Dhabi,BUH-5362,Exploration,Vertical,2022-02-12,2022-04-10,2022-04-11,57,58,1.4,1.9,Released,13877400,15487900.0,15000,12.25,2158,2321,Synthetic-Based Mud,PAD-327,PAD-219,24.11072,53.97254
SCH-0008338,RIG-023,Jackup,Arabian Drilling,Halliburton,Bu Hasa,Abu Dhabi,BUH-5491,Sidetrack,S-curve,2022-10-18,2022-11-04,2022-11-05,17,18,2.3,0.9,Released,1942600,2205900.0,10000,8.5,3297,3419,Water-Based Mud,PAD-328,PAD-349,24.24958,54.25818
SCH-0009220,RIG-015,Jackup,ADNOC Drilling,Schlumberger,Fateh,Abu Dhabi Offshore,FTH-8459,Sidetrack,Deviated,2025-06-05,2025-07-06,2025-07-06,31,31,0.5,0.0,Released,3586400,3797800.0,5000,6.0,2743,2722,Oil-Based Mud,PAD-338,PAD-283,24.73016,53.83994
SCH-0007370,RIG-019,Land,Arabian Drilling,Baker Hughes,Fateh,Abu Dhabi Offshore,FTH-2398,Appraisal,Vertical,2023-02-02,2023-02-18,2023-02-20,16,18,4.7,3.3,Released,1973900,2083400.0,5000,17.5,3193,3191,Water-Based Mud,PAD-214,PAD-321,25.03383,53.15605
SCH-0011189,RIG-039,Land,Weatherford,Halliburton,Fateh,Abu Dhabi Offshore,FTH-1533,Dev,Deviated,2023-07-26,2023-08-10,2023-08-11,15,16,2.2,0.1,Released,1160300,1267800.0,10000,8.5,1908,1927,Water-Based Mud,PAD-292,PAD-159,24.5196,53.85575
SCH-0006428,RIG-012,Drillship,Arabian Drilling,Baker Hughes,Bu Hasa,Abu Dhabi,BUH-6014,Dev,Deviated,2022-02-17,2022-03-20,2022-03-22,31,33,3.0,2.2,Released,8132400,9430500.0,10000,8.5,3597,3557,Oil-Based Mud,PAD-303,PAD-326,24.19438,54.99907
SCH-0006025,RIG-058,Jackup,Arabian Drilling,Baker Hughes,Bab,Abu Dhabi,BAB-3665,Workover,S-curve,2024-07-24,2024-08-16,2024-08-18,23,25,1.9,3.3,Released,2052000,2286300.0,10000,8.5,2668,2785,Water-Based Mud,PAD-288,PAD-057,24.12326,54.31711
SCH-0004334,RIG-006,Land,Arabian Drilling,Schlumberger,Upper Zakum,Abu Dhabi Offshore,UZ-2426,Workover,S-curve,2025-06-17,2025-06-29,2025-06-29,12,12,3.5,0.0,Released,737100,820400.0,5000,8.5,4002,4330,Water-Based Mud,PAD-334,PAD-133,24.72956,53.12879
SCH-0011656,RIG-028,Jackup,Shelf Drilling,Schlumberger,Fateh,Abu Dhabi Offshore,FTH-6432,Dev,Vertical,2025-07-08,2025-07-27,2025-07-30,19,22,2.4,5.4,Released,2843700,3038200.0,15000,8.5,3648,3710,Water-Based Mud,PAD-119,PAD-294,24.76356,53.23931
SCH-0010086,RIG-053,Jackup,Arabian Drilling,ADNOC Services,Bu Hasa,Abu Dhabi,BUH-0839,Dev,Vertical,2025-01-06,2025-01-25,2025-01-27,19,21,1.6,3.7,Released,2941200,3317700.0,10000,8.5,2344,2656,Water-Based Mud,PAD-280,PAD-236,23.82154,54.27024
SCH-0009889,RIG-024,Tender,Arabian Drilling,ADNOC Services,Lower Zakum,Abu Dhabi Offshore,LZ-2535,Dev,S-curve,2022-06-13,2022-07-10,2022-07-11,27,28,3.6,0.9,Released,5610000,5935100.0,5000,17.5,3952,3800,Oil-Based Mud,PAD-188,PAD-055,24.82895,53.80227
SCH-0004014,RIG-047,Land,KCA Deutag,Schlumberger,Upper Zakum,Abu Dhabi Offshore,UZ-3361,Dev,Deviated,2023-08-24,2023-09-13,2023-09-15,20,22,3.1,2.5,Released,1632300,1871800.0,15000,8.5,3018,3346,Water-Based Mud,PAD-347,PAD-005,25.00079,53.78367
SCH-0006611,RIG-001,Land,Nabors,Weatherford,Bu Hasa,Abu Dhabi,BUH-1008,Dev,Vertical,2023-01-29,2023-02-20,2023-02-22,22,24,3.4,4.0,Released,2139400,2706300.0,15000,8.5,3909,4171,Synthetic-Based Mud,PAD-293,PAD-241,24.40723,54.83565
SCH-0004485,RIG-007,Land,ADNOC Drilling,Halliburton,Lower Zakum,Abu Dhabi Offshore,LZ-6551,Exploration,Deviated,2022-01-27,2022-02-23,2022-02-25,27,29,0.5,2.7,Released,2956300,3702300.0,15000,12.25,2691,2864,Water-Based Mud,PAD-030,PAD-107,25.07014,53.021
SCH-0007338,RIG-041,Jackup,Arabian Drilling,Weatherford,Al Dabb’iya,Abu Dhabi,ALD-2689,Appraisal,Horizontal,2022-11-23,2022-12-14,2022-12-16,21,23,3.3,2.1,Released,3537100,3749000.0,15000,12.25,2876,2876,Oil-Based Mud,PAD-065,PAD-082,23.53578,54.30892
SCH-0008920,RIG-028,Tender,KCA Deutag,ADNOC Services,Bab,Abu Dhabi,BAB-3941,Workover,Deviated,2023-10-19,2023-11-08,2023-11-12,20,24,3.6,5.6,Released,2618300,3228200.0,15000,8.5,2679,2680,Synthetic-Based Mud,PAD-200,PAD-125,23.72894,53.86213
SCH-0011303,RIG-010,Land,Arabian Drilling,Halliburton,Fateh,Abu Dhabi Offshore,FTH-9155,Dev,Deviated,2024-06-13,2024-07-11,2024-07-13,28,30,3.4,1.6,Released,2381000,2903700.0,10000,8.5,2973,3046,Synthetic-Based Mud,PAD-214,PAD-294,24.83433,53.04916
SCH-0010359,RIG-003,Jackup,Weatherford,Baker Hughes,Upper Zakum,Abu Dhabi Offshore,UZ-4642,Dev,S-curve,2022-11-23,2022-12-29,2022-12-31,36,38,1.8,2.8,Released,5445600,6274100.0,10000,8.5,1754,2000,Water-Based Mud,PAD-335,PAD-089,24.74878,53.6677
SCH-0002585,RIG-034,Land,Nabors,Halliburton,Bu Hasa,Abu Dhabi,BUH-5841,Exploration,Horizontal,2025-06-06,2025-06-26,2025-06-26,20,20,3.0,0.0,Released,1838700,1757600.0,15000,6.0,2720,3018,Water-Based Mud,PAD-123,PAD-171,24.2736,53.88391
SCH-0010114,RIG-023,Jackup,Weatherford,Schlumberger,Bu Hasa,Abu Dhabi,BUH-1146,Exploration,Horizontal,2023-06-18,2023-08-03,2023-08-06,46,49,3.2,4.2,Released,8388900,16043800.0,10000,17.5,2373,2205,Oil-Based Mud,PAD-328,PAD-279,24.5159,54.01583
SCH-0008499,RIG-049,Tender,ADNOC Drilling,ADNOC Services,Al Dabb’iya,Abu Dhabi,ALD-7337,Exploration,Horizontal,2022-07-06,2022-08-09,2022-08-13,34,38,2.6,4.4,Released,11328100,13208800.0,15000,8.5,4120,4518,Oil-Based Mud,PAD-108,PAD-151,24.65793,55.14951
SCH-0004557,RIG-059,Jackup,KCA Deutag,Schlumberger,Bab,Abu Dhabi,BAB-6136,Workover,S-curve,2025-08-18,2025-08-29,2025-08-31,11,13,2.1,3.1,Released,1005000,1303000.0,10000,12.25,2587,2823,Water-Based Mud,PAD-055,PAD-009,24.65132,55.16549
SCH-0009074,RIG-001,Jackup,Weatherford,Weatherford,Al Dabb’iya,Abu Dhabi,ALD-9761,Workover,Horizontal,2025-01-26,2025-02-15,2025-02-15,20,20,5.3,0.0,Released,1916900,2183000.0,5000,8.5,2998,3192,Water-Based Mud,PAD-181,PAD-055,23.6608,54.34598
SCH-0008088,RIG-029,Jackup,ADNOC Drilling,ADNOC Services,Bu Hasa,Abu Dhabi,BUH-3297,Sidetrack,Vertical,2025-02-22,2025-03-26,2025-03-27,32,33,1.9,0.0,Released,3152200,3301700.0,10000,8.5,3612,3538,Water-Based Mud,PAD-208,PAD-247,24.42422,54.72484
SCH-0004841,RIG-032,Land,Nabors,ADNOC Services,Upper Zakum,Abu Dhabi Offshore,UZ-3375,Dev,S-curve,2023-06-19,2023-07-02,2023-07-05,13,16,0.6,3.3,Released,1200600,1534900.0,15000,17.5,2402,2549,Water-Based Mud,PAD-315,PAD-182,24.71369,53.63923
SCH-0002704,RIG-035,Jackup,Shelf Drilling,Baker Hughes,Upper Zakum,Abu Dhabi Offshore,UZ-8117,Sidetrack,Vertical,2024-05-11,2024-06-10,2024-06-11,30,31,2.3,0.9,Released,3013800,3398300.0,15000,12.25,1537,1365,Oil-Based Mud,PAD-126,PAD-176,24.56159,53.89946
SCH-0000998,RIG-017,Semi-Sub,Weatherford,Schlumberger,SARB,Abu Dhabi Offshore,SARB-8442,Workover,Deviated,2023-07-18,2023-08-01,2023-08-01,14,14,2.8,0.0,Released,2288900,2549200.0,10000,8.5,1915,1812,Synthetic-Based Mud,PAD-137,PAD-271,24.53014,54.05873
SCH-0005226,RIG-035,Land,Arabian Drilling,Weatherford,Bab,Abu Dhabi,BAB-7762,Sidetrack,Deviated,2022-06-30,2022-07-05,2022-07-06,5,6,3.1,0.5,Released,452000,485300.0,5000,8.5,2946,3031,Oil-Based Mud,PAD-332,PAD-035,23.75953,55.15824
SCH-0011820,RIG-035,Land,ADNOC Drilling,Schlumberger,Lower Zakum,Abu Dhabi Offshore,LZ-5883,Exploration,S-curve,2025-02-19,2025-03-09,2025-03-13,18,22,4.0,3.5,Released,2150600,2389200.0,10000,17.5,2637,2639,Water-Based Mud,PAD-030,PAD-278,24.76559,53.38539
SCH-0000614,RIG-020,Land,Nabors,Schlumberger,Bu Hasa,Abu Dhabi,BUH-8724,Workover,S-curve,2025-08-19,2025-08-25,2025-08-27,6,8,1.3,1.3,Released,298100,367300.0,5000,8.5,2356,2599,Water-Based Mud,PAD-330,PAD-237,24.09934,55.23796
SCH-0002935,RIG-017,Land,Weatherford,ADNOC Services,Bu Hasa,Abu Dhabi,BUH-3590,Exploration,Deviated,2022-11-17,2022-12-10,2022-12-13,23,26,2.1,4.5,Released,2485400,2783500.0,10000,8.5,2637,2479,Oil-Based Mud,PAD-111,PAD-010,24.59264,53.7411
SCH-0007881,RIG-041,Land,KCA Deutag,Halliburton,Bab,Abu Dhabi,BAB-4725,Exploration,Horizontal,2024-04-07,2024-04-24,2024-04-27,17,20,3.4,5.3,Released,2214300,2598300.0,5000,12.25,2882,2789,Synthetic-Based Mud,PAD-091,PAD-210,24.66052,54.97249
SCH-0000503,RIG-044,Land,Nabors,Schlumberger,Bu Hasa,Abu Dhabi,BUH-2729,Dev,Deviated,2022-03-28,2022-04-13,2022-04-16,16,19,2.2,1.6,Released,1560500,1926300.0,15000,12.25,3979,4364,Synthetic-Based Mud,PAD-165,PAD-310,23.58888,55.02417
SCH-0003074,RIG-021,Land,KCA Deutag,Weatherford,Upper Zakum,Abu Dhabi Offshore,UZ-4535,Sidetrack,Vertical,2022-08-01,2022-08-13,2022-08-18,12,17,2.5,3.3,Released,988100,1428500.0,10000,6.0,2945,3101,Water-Based Mud,PAD-339,PAD-298,24.3055,53.07709
SCH-0000197,RIG-049,Land,Weatherford,Baker Hughes,Bab,Abu Dhabi,BAB-7269,Exploration,Deviated,2023-03-02,2023-03-23,2023-03-25,21,23,3.5,2.6,Released,2553600,2547500.0,5000,8.5,2886,3008,Water-Based Mud,PAD-177,PAD-128,24.59731,54.64079
SCH-0011321,RIG-018,Jackup,Nabors,Schlumberger,Lower Zakum,Abu Dhabi Offshore,LZ-1035,Exploration,S-curve,2023-07-25,2023-08-21,2023-08-23,27,29,3.6,2.1,Released,4776900,5396500.0,5000,6.0,2983,3193,Synthetic-Based Mud,PAD-185,PAD-074,24.53314,53.89002
SCH-0006154,RIG-013,Land,Arabian Drilling,Schlumberger,Lower Zakum,Abu Dhabi Offshore,LZ-6768,Sidetrack,Horizontal,2025-01-29,2025-02-09,2025-02-13,11,15,2.9,4.5,Released,732000,950700.0,10000,8.5,2718,3095,Oil-Based Mud,PAD-058,PAD-235,24.99492,53.17757
SCH-0007069,RIG-048,Land,Arabian Drilling,Baker Hughes,Al Dabb’iya,Abu Dhabi,ALD-5986,Appraisal,Vertical,2023-07-10,2023-08-02,2023-08-02,23,23,1.5,,Released,1939000,2078800.0,10000,6.0,2430,,Water-Based Mud,PAD-092,PAD-323,23.81812,53.9902
SCH-0004082,RIG-021,Jackup,Nabors,Halliburton,Al Dabb’iya,Abu Dhabi,ALD-7352,Workover,S-curve,2022-10-24,2022-11-14,2022-11-14,21,21,2.6,0.0,Released,2314600,2196900.0,15000,8.5,2358,2268,Water-Based Mud,PAD-260,PAD-198,23.40301,54.56213
SCH-0008680,RIG-047,Land,Nabors,Halliburton,Bab,Abu Dhabi,BAB-9852,Exploration,Vertical,2022-07-17,2022-08-15,2022-08-17,29,31,0.5,2.8,Released,2868200,3369500.0,10000,17.5,3829,4004,Oil-Based Mud,PAD-055,PAD-152,24.33173,55.21585
SCH-0004063,RIG-007,Land,Weatherford,Halliburton,Bu Hasa,Abu Dhabi,BUH-8037,Workover,Vertical,2023-01-06,2023-01-20,2023-01-23,14,17,1.9,4.3,Released,736800,908300.0,5000,8.5,3365,3571,Water-Based Mud,PAD-084,PAD-120,23.90135,54.03923
SCH-0003346,RIG-052,Jackup,Shelf Drilling,Baker Hughes,Fateh,Abu Dhabi Offshore,FTH-2862,Exploration,Deviated,2024-09-20,2024-10-30,2024-11-05,40,46,1.0,2.4,Released,6475200,7486000.0,10000,6.0,2650,2793,Oil-Based Mud,PAD-083,PAD-133,24.79115,52.96653
SCH-0003442,RIG-006,Land,KCA Deutag,ADNOC Services,Al Dabb’iya,Abu Dhabi,ALD-8980,Exploration,Deviated,2023-06-08,2023-07-02,2023-07-02,24,24,3.2,0.0,Released,2621600,2553100.0,15000,8.5,3025,2863,Oil-Based Mud,PAD-288,PAD-124,23.52057,54.88621
SCH-0001841,RIG-009,Land,KCA Deutag,Halliburton,Lower Zakum,Abu Dhabi Offshore,LZ-8382,Appraisal,Horizontal,2022-07-05,2022-07-17,2022-07-19,12,14,2.5,2.9,Released,1162900,1387300.0,10000,12.25,3431,3256,Oil-Based Mud,PAD-229,PAD-280,24.55726,53.61891
SCH-0008467,RIG-030,Land,Shelf Drilling,Halliburton,Upper Zakum,Abu Dhabi Offshore,UZ-1987,Appraisal,Horizontal,2025-07-23,2025-08-24,2025-08-25,32,33,3.1,1.6,Released,3475100,3497400.0,10000,12.25,2916,3075,Oil-Based Mud,PAD-175,PAD-135,24.70554,53.25344
SCH-0000056,RIG-018,Jackup,KCA Deutag,Baker Hughes,Bab,Abu Dhabi,BAB-9979,Workover,Horizontal,2024-04-19,2024-05-01,2024-05-02,12,13,5.5,0.9,Released,1497200,1764300.0,5000,6.0,2843,2809,Water-Based Mud,PAD-233,PAD-171,23.63851,54.73832
SCH-0011308,RIG-060,Land,KCA Deutag,Schlumberger,Al Dabb’iya,Abu Dhabi,ALD-4170,Appraisal,Vertical,2024-11-12,2024-11-26,2024-11-28,14,16,3.8,2.5,Released,1372300,1730800.0,10000,6.0,1991,2297,Water-Based Mud,PAD-318,PAD-200,24.26381,53.93902
SCH-0003495,RIG-045,Tender,Weatherford,ADNOC Services,Bu Hasa,Abu Dhabi,BUH-9570,Workover,Deviated,2022-05-28,2022-06-17,2022-06-19,20,22,3.8,3.3,Released,2629000,3135400.0,10000,8.5,2914,2975,Oil-Based Mud,PAD-082,PAD-132,23.54637,53.82601
SCH-0000105,RIG-015,Land,Arabian Drilling,Baker Hughes,Lower Zakum,Abu Dhabi Offshore,LZ-9294,Appraisal,Deviated,2024-09-19,2024-09-28,2024-09-29,9,10,4.2,0.6,Released,1091500,1398900.0,10000,8.5,3244,3434,Oil-Based Mud,PAD-240,PAD-322,24.30107,53.10887
SCH-0000535,RIG-006,Jackup,Nabors,Schlumberger,Bab,Abu Dhabi,BAB-4132,Workover,Horizontal,2025-03-11,2025-04-01,2025-04-05,21,25,2.7,2.4,Released,1988500,2237700.0,5000,12.25,3619,3690,Water-Based Mud,PAD-295,PAD-134,24.33508,54.62728
SCH-0007537,RIG-016,Land,Shelf Drilling,Halliburton,Upper Zakum,Abu Dhabi Offshore,UZ-3353,Workover,Deviated,2023-04-14,2023-04-27,2023-04-29,13,15,2.9,1.2,Released,756800,856300.0,5000,8.5,3273,3311,Water-Based Mud,PAD-139,PAD-328,25.02097,53.76204
SCH-0007011,RIG-010,Semi-Sub,Weatherford,Baker Hughes,Al Dabb’iya,Abu Dhabi,ALD-6271,Sidetrack,Vertical,2023-07-03,2023-07-22,2023-07-24,19,21,2.2,2.3,Released,2427300,2678900.0,10000,8.5,2750,3107,Water-Based Mud,PAD-222,PAD-063,24.11286,54.51064
SCH-0004721,RIG-056,Land,Nabors,ADNOC Services,Lower Zakum,Abu Dhabi Offshore,LZ-4034,Exploration,S-curve,2022-12-01,2022-12-26,2022-12-26,25,25,5.2,0.0,Released,3311700,3823900.0,10000,8.5,2714,2790,Water-Based Mud,PAD-043,PAD-166,25.09218,53.27417
SCH-0008253,RIG-053,Jackup,Weatherford,Weatherford,Bab,Abu Dhabi,BAB-8154,Appraisal,Vertical,2022-01-30,2022-03-06,2022-03-08,35,37,2.0,2.5,Released,6092700,6762400.0,10000,6.0,2233,2491,Synthetic-Based Mud,PAD-261,PAD-224,23.78176,53.98845
SCH-0011760,RIG-020,Jackup,Arabian Drilling,Halliburton,Lower Zakum,Abu Dhabi Offshore,LZ-7748,Appraisal,Vertical,2023-11-02,2023-11-28,2023-12-03,26,31,1.9,4.1,Released,3139300,4105700.0,5000,8.5,3973,4095,Water-Based Mud,PAD-112,PAD-056,24.35132,53.6064
SCH-0001298,RIG-017,Land,Weatherford,Schlumberger,Upper Zakum,Abu Dhabi Offshore,UZ-8592,Workover,Horizontal,2022-06-06,2022-06-15,2022-06-17,9,11,4.1,3.5,Released,667300,788300.0,10000,8.5,3165,3325,Oil-Based Mud,PAD-223,PAD-107,24.82391,53.1459
SCH-0009397,RIG-007,Jackup,KCA Deutag,ADNOC Services,SARB,Abu Dhabi Offshore,SARB-6294,Workover,Horizontal,2022-02-20,2022-03-04,2022-03-06,12,14,2.2,2.8,Released,1217400,1583200.0,10000,8.5,2282,2113,Oil-Based Mud,PAD-251,PAD-011,24.37443,53.47297
SCH-0007170,RIG-046,Jackup,KCA Deutag,Schlumberger,Fateh,Abu Dhabi Offshore,FTH-7622,Sidetrack,S-curve,2022-06-09,2022-07-09,2022-07-09,30,30,3.7,0.0,Released,2715100,3050800.0,5000,6.125,2957,3127,Water-Based Mud,PAD-076,PAD-145,24.39217,53.60858
SCH-0004144,RIG-053,Land,Shelf Drilling,Baker Hughes,Upper Zakum,Abu Dhabi Offshore,UZ-4286,Exploration,Deviated,2023-06-24,2023-07-13,2023-07-14,19,20,3.0,0.5,Released,2124800,2314200.0,5000,12.25,3528,3457,Oil-Based Mud,PAD-026,PAD-272,24.46655,53.298
SCH-0006436,RIG-046,Land,Weatherford,Schlumberger,Fateh,Abu Dhabi Offshore,FTH-4498,Workover,S-curve,2024-09-15,2024-09-24,2024-09-24,9,9,5.0,0.0,Released,775700,785100.0,10000,12.25,2715,2568,Synthetic-Based Mud,PAD-186,PAD-211,24.99194,53.75753
